sim,C390,C814,ratio,C814_gt_C390
126,0.18907345869694442,0.19631495862507717,1.0382999283878322,True
127,0.13448697536697424,0.14417110293644347,1.0720079215332503,True
128,0.26772147822708997,0.2799022817855119,1.0454980438591848,True
129,0.20956848460372343,0.22384084940130436,1.0681035835353239,True
130,0.13672181481089593,0.14906840471312058,1.0903044617956659,True
131,0.12364404319504907,0.12766188432007267,1.0324952259825848,True
132,0.20305182813716144,0.2018198461940565,0.9939326724885592,False
133,0.341772725292536,0.35335532421273763,1.033889769613089,True
134,0.06871981639528041,0.07506742372304526,1.0923693871830658,True
135,0.3085484826851109,0.3166899557036563,1.0263863654350043,True
136,0.3027110355834921,0.3070101958691072,1.0142021921246718,True
137,0.2223880899480076,0.2170256898849983,0.9758871976270717,False
138,0.17661330727302216,0.17947674150466703,1.0162130151790791,True
139,0.1572583710501975,0.15402200634813604,0.9794200799585518,False
140,0.29940252806043227,0.3101156850041666,1.0357817851877722,True
141,0.2046546335610173,0.2132029427089665,1.0417694385864005,True
142,0.3086901273193155,0.3287133201640965,1.0648650250614222,True
143,0.15623922419617037,0.17126690582492912,1.0961837957534297,True
144,0.200252366802502,0.21437924072115416,1.070545353067336,True
145,0.3166044591492534,0.3297812092695396,1.0416189656825852,True
146,0.15645306919318733,0.1602618429456279,1.0243445128438964,True
147,0.12190653404061835,0.12878346795783996,1.0564115284823885,True
148,0.2461495219591748,0.2712749797969614,1.1020739656035319,True
149,0.23706760177651312,0.24495148171062703,1.0332558302991826,True
150,0.27240450828874,0.30999404571822864,1.137991612788012,True
151,0.11220700729860322,0.12306739615717918,1.09678886479589,True
152,0.11302731723097495,0.11910368303794798,1.0537601524643443,True
153,0.31025776120467025,0.3240975942272589,1.0446075320367534,True
154,0.2093954946216788,0.22602375538648115,1.079410785770941,True
155,0.23994701174101232,0.269391671462276,1.1227131753282464,True
156,0.25178942571878776,0.25927009401871287,1.0297100177204421,True
157,0.09232632594325238,0.09240311630924519,1.0008317277353809,True
158,0.21503129112083952,0.23180167030764962,1.077990412927325,True
159,0.25191504711730656,0.25924466665166557,1.0290956003550908,True
160,0.23103253100113869,0.24577482062965406,1.0638104493970275,True
161,0.27530669383217843,0.27537766963018545,1.00025780629239,True
162,0.09645835404317468,0.1019201784292283,1.056623653184139,True
163,0.24744009080316676,0.25753407438454845,1.0407936464483891,True
164,0.33219588532483507,0.3477801637020133,1.0469129181474939,True
165,0.14780889923398366,0.15245574328028413,1.0314381885690418,True
166,0.12232194548681714,0.12684944567208675,1.0370129837884041,True
167,0.3767737732673039,0.3842617456544857,1.0198739214840982,True
168,0.11190828309180875,0.10168309780830771,0.9086288789265726,False
169,0.17217615886370732,0.17557863934745346,1.0197616238287643,True
170,0.24861384046852536,0.26133517967565945,1.051169070809413,True
171,0.11681950769798005,0.12968276195828612,1.1101122108266555,True
172,0.1775052000093443,0.1796242128769315,1.0119377509361733,True
173,0.2864069068882768,0.2896635908361974,1.0113708289485874,True
174,0.12265738991215587,0.12756149539806425,1.0399821444873445,True
175,0.28001761416583576,0.27268252550347544,0.9738049026515302,False
176,0.16870224542743958,0.18488848336020441,1.0959455986596616,True
177,0.1348375541969235,0.15332848212148478,1.1371348511524928,True
178,0.23355957363802626,0.2374834509750113,1.0168003275389872,True
179,0.2527555033637313,0.2593017355737447,1.0258994645928359,True
180,0.1450026509188764,0.15482119355873833,1.067712849231667,True
181,0.16740316754307022,0.1975189466896887,1.1798996971719198,True
182,0.1946142607441342,0.20499256714848066,1.0533275740670986,True
183,0.08441801167802222,0.0814020470121865,0.964273445845433,False
184,0.141057526004202,0.14999945706378165,1.0633920877026675,True
185,0.24524548887903902,0.26031063842701413,1.061428854886728,True
186,0.1399713925282151,0.13926105009200085,0.9949250884528346,False
